artists,track_name,track_genre,Lyrics
DaBaby,ROCKSTAR,rap,"Woo, woo
I pull up like
How you pull up, Baby? How you pull up? (Oh, oh, oh)
How you pull up? I pull up (Woo, SethInTheKitchen)


Let's go
Brand new Lamborghini, fuck a cop car
With the pistol on my hip like I'm a cop (Yeah, yeah, yeah)
Have you ever met a real nigga rockstar? (Yeah)
This ain't no guitar, bitch, this a Glock (Woo)
My Glock told me to promise you gon' squeeze me (Woo)
You better let me go the day you need me (Woo)
Soon as you up me on that nigga, get to bustin' (Woo)
And if I ain't enough, go get the chop


It's safe to say I earned it, ain't a nigga gave me nothin' (Yeah, yeah, yeah)
I'm ready to hop out on a nigga, get to bustin'
Know you heard me say, ""You play, you lay,"" don't make me push the button
Full of pain, dropped enough tears to fill up a fuckin' bucket
Goin' for buckets, I bought a chopper
I got a big drum, it hold a hundred, ain't goin' for nothin'
I'm ready to air it out on all these niggas, I can see 'em runnin'
Just talked to my mama, she hit me on FaceTime just to check up on me and my brother
I'm really the baby, she know that her youngest son was always guaranteed to get the money (Okay, let's go)
She know that her baby boy was always guaranteed to get the loot
She know what I do, she know 'fore I run from a nigga, I'ma pull it out and shoot (Boom)
PTSD, I'm always waking up in cold sweats like I got the flu
My daughter a G, she saw me kill a nigga in front of her before the age of two
And I'll kill another nigga too
'Fore I let another nigga do somethin' to you
Long as you know that, don't let nobody tell you different
Daddy love you (Yeah, yeah)
You might also like
Let's go
Brand new Lamborghini, fuck a cop car
With the pistol on my hip like I'm a cop (Yeah, yeah, yeah)
Have you ever met a real nigga rockstar? (Yeah)
This ain't no guitar, bitch, this a Glock (Woo)
My Glock told me to promise you gon' squeeze me (Woo)
You better let me go the day you need me (Woo)
Soon as you up me on that nigga, get to bustin' (Woo, yeah)
And if I ain't enough, go get the chop (Yeah, yeah)


Keep a Glocky when I ride in the Suburban
'Cause the codeine had a young nigga swervin'
I got the mop, watch me wash 'em like detergent
And I'm ballin', that's why it's diamonds on my jersey
Slide on opps' side and flip the block back, yeah, yeah
My junior popped him and left him lopsided, yeah, yeah
We spin his block, got the rebound, Dennis Rodman
Fool me one time, you can't cross me again
Twelve hundred horsepower, I get lost in the wind
If he talkin' on the yard, the pen' dogs'll take his chin
Maybach SUV for my refugees
Buy blocks in the hood, put money in the streets
I was solo when the opps caught me at the gas station
Had it on me, thirty thousand, thought it was my last day
But they ain't even want no smoke
If I had to choose it, murder what she wrote

Let's go
Brand new Lamborghini, fuck a cop car
With the pistol on my hip like I'm a cop (Yeah, yeah, yeah)
Have you ever met a real nigga rockstar? (Yeah)
This ain't no guitar, bitch, this a Glock (Woo)
My Glock told me to promise you gon' squeeze me (Woo)
You better let me go the day you need me (Woo)
Soon as you up me on that nigga, get to bustin' (Woo)
And if I ain't enough, go get the chop"
Lil Slugg,RIP Frank,rap,"I CANT BELIEVE MY NIGGA GONE (GOT ALL THIS MURAER ON MY MIND)
GOT ALL THIS MURDER ON MY MIND CANT BELIEVE I WROTE THIS SONG WITH ALL THESE TEARS IN MY EYES
THE KILLED MY BROTHA FRANK I LOOKED HIS DADDY IN HIS EYES AT THAT FUNERAL AMD NOW I WANNA SLIDE
I CANT BELIEVE MY NIGGA GONE
ON SOME BACK DOOR SHIT SWEAR THEY DID MY NIGGA WRONG
TOLD HIM WHEN I MAKE IT YOULL BE ON
I MISS MY BROTHA HADA PUT HIM IN A SONG
THEY SAY HE IN A BETTER PLACE NOW
SHIT AINT SAFE NOW
KILLERS TIME TO BRING THEM DRAKES OUT
THEY SAY HE IN A BETTER PLACE NOW
SHIT AINT SAFE NOW
KILLERS TIME TO BRING THEM DRAKES OUT
SCREAMING HIS NAME FOR SOME CLOUT I DONT FUCK WITH THAT
WHERE THEM SUCKAS AT? I JUST WANT MY LIL BROTHER BACK
SCREAMING HIS NAME FOR SOME CLOUT I DONT FUCK WITH THAT
I JUST WANT MY LIL BROTHER BACK


LIKE EVERYDAY IT GETS WORSE
THEY KILLED MY BROTHA FRANK HE WAS THE YOUNGEST ON THE TURF
FELT THAT INNER PAIN WHEN THEY PUT HIM IN THE DIRT
CANT BELIEVE MY NIGGA ON A SHIRT
LOOK IF ANYONE’LL QUESTION THEN THE LEAN GON SQUIRT
WE DEM NIGGAS RAISED THAT NIGGA SINCE BIRTH
JUST THINKIN ABOUT IT GOT ME WANNA SLIDE NOW
CANT BELIEVE MY LIL BROTHA IN THE SKY NOW
AT THE HOSPITAL HE CAME TO SEE MY KID
HE TOLD ME DO ME I DID WITH LAZY BOY N HIT
I JUST WISH HE HAD ANOTHER CHANCE TO LIVE
KNOW HIS LIL BROTHA LIL SARIO JUST HAD ANOTHER KID
I LOST A LOT OF PEOPLE BUT THIS ONE REALLY HIT
HELLA EARLY AT MY DOOR SCHOOL HOURS TRYNA SKIP
JUST THINKIN BOUT IT GOT ME WANNA SLIDE NOW
I CANT BELIEVE MY BROTHA IN THA SKY NOW
GOT ALL THIS MURDA ON MY MIND I CANT BELIEVE I WROTE THIS SONG WITH ALL THESE TEARS IN MY EYES
THEY KILLED MY BROTHA FRANK I LOOKED HIS DADDY IN HIS EYES AT THAT FUNERAL AND NOW I WANNA SLIDE
I CANT BELIEVE MY NIGGA GONE
ON SOME BACKDOOR SHIT I SWEAR THEY DID MY NIGGA WRONG
I TOLD HIM WHEN I MAKE IT YOU BE ON
I MISS MY BROTHA HAD TO PUT HIM IN A SONG
THEY SAY HE IN A BETTER PLACE NOW
SHIT AINT SAFE NOW
KILLAS TIME TO BRING THEM DRAKES OUT
THEY SAY HE INA BETTER PLACE NOW
SHIT AINT SAFE NOW
KILLAS TIME TO BRING THEM DRAKES OUT
SCREAMIN HIS NAME FOR SOME CLOUT ION FUCK WITH THAT
WHERE THEM SUCKAS AT?
I JUST WANT MY LIL BROTHA BACK
SCREAMIN HIS NAME FOR SOME CLOUT ION FUCK WITH THAT
I JUST WANT MY LIL BROTHA BACKYou might also like"
Skindred,Playing with the Devil,rap,"As poor as you may be
The only one you're hurting is your family
Robbing yourself, it makes no sense
You steal a million but then end up with pence..

'Cause the devil dances in empty pockets
And you're never gonna win by firing rockets
Hear me when I say

So much chaos in these streets, you see that
From the heat there's no retreat, you know that
To the less you only beat, you hear that?
You can't handle no defeat..

But the devil dances in empty pockets
And you're never gonna win by firing rockets
Hear me when I say

Oh, we don't need that no
Oh, we don't need that

Because you're playing with the devil
Causing lightning and thunder
Playing with the devil
Causing lightning and thunder
See Skindred LiveGet tickets as low as $213You might also likeOh, here's what we gotta do is move this firewood
Tell him that we're coming through(x3)
Oh, here's what we gotta do is move this firewood
Rise and take over

I smell that plastic burning
Sobered from burning plastic
I smell that plastic burning
Sobered from burning plastic

Playing with the devil, ya gonna get burned!

Because you're playing with the devil
Causing lightning and thunder
Playing with the devil
Causing lightning and thunder

Oh, here's what we gotta do is move this firewood
Tell him that we're coming through(x3)
Oh, here's what we gotta do is move this firewood
Rise and take over"
Joon Jukx,Bout it Bout it,rap,"The greatest trick the devil ever pulled was convincing the world he didn't exist


No co-sign, I don't need that shit
Set the streets on fire, you could see that shit
Bout it bout it, bitch I'm bout it bout it, you already know
Bout it bout it, bitch I'm bout it bout it, you already know

No co-sign, I don't need that shit
Set the streets on fire, you could see that shit
Bout it bout it, bitch I'm bout it bout it, you already know
Bout it bout it, bitch I'm bout it bout it, you already know


They say they want to freestyle me (yeah)
Too many sub shots to let them breeze by me (yeah)
I'm on my own two, no niggas stand by me (no)
Your bitch called me, hanged up, then she redialed me
I switched flows up like a nigga switched clothes up
Got my bands up, so a nigga give no fucks (wow)
If I change, I hope it's for the better (for the better)
They tryna steal the flow so they follow to the letter (yeah)
Don't let 'em—I've been drinking vodka since the AM (AM)
Got my numbers up so for them verses niggas pay 'em (pay 'em)
Rock star, five star rooms, niggas stay in
Break in, hit 'em with the chop, leave 'em bakin'
Patiently I've been just waiting to blow (blow)
Came from the bottom, built this on my own (own)
I don't chase no clout, I'm just chasing this money
You ain't bout your money then stay the fuck from me
You might also like
No co-sign, I don't need that shit
Set the streets on fire, you could see that shit
Bout it bout it, bitch I'm bout it bout it, you already know
Bout it bout it, bitch I'm bout it bout it, you already know

No co-sign, I don't need that shit
Set the streets on fire, you could see that shit
Bout it bout it, bitch I'm bout it bout it, you already know
Bout it bout it, bitch I'm bout it bout it, you already know


I don't give a fuck about who lyrical and who not (nah)
Tryna find a middle-ground, I gotta make my moolah (moolah)
Do I sell my soul, do I sell my soul for it?
Tryna be a god, feet inside the cold water
Now that you're on my line, tryna get me locked-down (down)
Green and my water, a nigga never walked down (nah)
Now your girl on my line tryna give me box now (now)
Shoot your shot bitch even if you shot down
Stand by yourself, don't stand by me
I don't shake hands 'coz you niggas look grimey (wow)
Buy a bag or a bitch, niggas will find me (yeah)
I ran down on 'em now they real silent
Don't kill my high, I don't care about lows (no)
Niggas caught flame when they stole my flows
How you suck vape pens and you don't want smoke? (wow)
Keep my hands clean, I can call my bros

No co-sign, I don't need that shit
Set the streets on fire, you could see that shit
Bout it bout it, bitch I'm bout it bout it, you already know
Bout it bout it, bitch I'm bout it bout it, you already know

No co-sign, I don't need that shit
Set the streets on fire, you could see that shit
Bout it bout it, bitch I'm bout it bout it, you already know
Bout it bout it, bitch I'm bout it bout it, you already know"
Sybyr,Blood On The Sink,rap,"'Ringe


I don't fuck with bunch of niggas thinking that they fearless
Caught up in they feelings, fucking up the ceilings
I been super hidden, wandering and pissing all across the city
Finna get to spitting now
I done told you about my patience
Everything awaiting, keep on catching fades
And now I'm super gritty, living extra petty
Finna steal your 'fetti, see me then forget me
This the sound of never gave a fuck (Yuh, goddamn)
At this time, you done now pressed your luck (Yuh, yuh, yuh)
Working, whining, winning, that's enough (Goddamn, yuh)
Never 'lax, bitch, shut it up
I shut it down and I fuck it up (Yuh, goddamn)
You sounding clowny, go back it up (Yuh, yuh)
I cannot pay, feeding niggas up (Yuh, goddamn)
I rather rip all their housing up
I don't like that wave, I don't like this age
I don't like this page, I don't like this stage
Why they sound like me?
I'm the only one, one of fucking none
Swear my brain is done, it has not been fun
Bitch, you oughta run, ayy (Shit)
You might also like
Ayy, ayy, ayy
If you tryna— you tryna— you tryna be demons (Ayy, ayy)
Ayy, y'all tryna be lil' demons and shit? He-he-he
(Yeh, yeh, yeh, what the fuck you doing man?)
Y'all tryna be lil' demons and shit? He-he-he (Ayy, ayy)
I tried to be a demon, it ain't work (Ayy)
What's Gucci, nigga? (Ayy)
Ayy (Fuck, God, God)


Yuh, give me blood on the sink
I want nothing to say, I want nothing to think
Where the blood on the sink? Give me blood on the sink
I want nothing to say, I want nothing to think
Where the blood on the sink? Give me blood on the sink
I want nothing to say, I want nothing to think
Where the blood on the sink? Give me blood on the sink
I want nothing to say, I want nothing to think, yah (Bitch)"
K Suave,French Kiss,rap,"Damn, you got your hoe in her feelings
You broke her heart, I'ma heal it
I'm a thot slayer, I'ma kill her
She wanna have a children
She choke on my dick like it's cinnamon
Put a kiss on my neck, I don't french kiss
With my 800 niggas, I'm gettin' it
Duffle chick in the club, I won't miss shit
Yeah, my diamonds they hit like a mad man
Yeah, I'm ballin' hard like the Cavs did
I be gettin' so hard like an addict
I got your bitch on my adlibs
They lookin for me like Bin Laden
I got a foreign bitch, she spanish
That's easy pussy, wet as Candice


Aye, the bitch upset, she won't leavе me now
Just like , baby, I'm in the housе
Can't fuck with no rats, I shout out Mickey Mouse
Smokin' gas out of Kobe's palm
When I smash shit, she  exit my mouth
The diamonds on her when I'm eating her out
I make her smile, you niggas fraud
Let's make a family, we can be proud
Beatin' her walls, it be loud
She soakin' wet, wipe her out with a towel
She in the water, call her crocodile
When I walk in the room, they all look at me now
When I walk in the room, you don't need to announce
I'm dripped in designer you cannot pronounce
You said that's your bitch, what is you talkin' bout?
You said it's your bitch, put my dick in her mouth
Pass her to the gang and send her out
Like a waterfall, baby, it's going down
You want a feature? Then give me some pounds
Fuck on that bitch, put her face in the ground
She seen the whip and it got her like ""Wow""
She got that (Pshhh), I'ma bust in and out
So much ice on me, like a polar
I got her bendin' her back like a folder
I'm in her guts like an organ donor
Takin' your soul, now I'm gettin' taller
Spend a mil', got her calling me father
Dick tall like the Twin Towers
Stabbing that bitch like Michael Myers
My dick is her job, got her ass hired
I'm just gettin' started, no retire
That bitch's pussy bald, like some V tyres
You might also like
Damn, you got your hoe in her feelings
You broke her heart, I'ma heal it
I'm a thot slayer, I'ma kill her
She wanna have a children
She choke on my dick like it's cinnamon
Put a kiss on my neck, I don't french kiss
With my 800 niggas, I'm gettin' it
Duffle chick in the club, I won't miss shit
Yeah, my diamonds they hit like a mad man
Yeah, I'm ballin' hard like the Cavs did
I be gettin' so hard like an addict
I got your bitch on my adlibs
They lookin for me like Bin Laden
I got a foreign bitch, she spanish
That's easy pussy, wet as Candice
Damn, you got your hoe in her feelings
You broke her heart, I'ma heal it
I'm a thot slayer, I'ma kill her
She wanna have a children
She choke on my dick like it's cinnamon
Put a kiss on my neck, I don't french kiss
With my 800 niggas, I'm gettin' it"
Gym Class Heroes,On My Own Time (Write On!),rap,"I wish I could unzip my skin and take it off
Just to take a walk but I can’t do it
I don’t think I’ll make it on my own (on my own)
As when I take out my pen
And I wage it all, turn the page and fall
It just comes natural
I'm gonna make it on my own (on my own)


I just need time to walk it off
But I can’t do it
I’ll write it on my own time
Hey look I made it on my own (on my own)
I know she thinks that I don’t try, but I realize that I can do better
Write, write on, Write, write on, Write, write on, Write, write on
Makin’ a mess as I progress
No time to cry about it, do better
Write, write on, Write, write on


I wrote the greatest lines at the strangest times
Now it's payin’ off, but I still feel lost
Cuz I can’t do it
I don’t think I’ll make it on my own (on my own)
So in between now it pacifies
I change my name to free, but she feels safe to me
So I’m livin’ dangerously
I’m gonna make it on my own (on my own)
You might also like
I just need time to walk it off
But I can’t do it
I’ll write it on my own time
Hey look I made it on my own (on my own)
I know she thinks that I don’t try, but I realize that I can do better
Write, write on, Write, write on, Write, write on, Write, write on
Makin’ a mess as I progress
No time to cry about it, do better
Write, write on, Write, write on


Write on, write it on your own time (write, write on)
Write on, write it on your own time (write, write on)..."
Mister D,Look in My Eyes,rap,"He will be a perfect dream of manhood
He'll be everything and more a man should
Tender as a flower
He'll look like Tyrone Power
That's all I want of Mister Right

The year we wed, he'll make a million and retire
Then we'll lead a life of mad desire
He'll be part of me
I'll be part of he
It will be love at first sight
The day I find Mister Right

He'll father me and mother me
And sister me and brother me
And in his arms he'll crush me
And constantly mush me

And he won't mind if I spend all his earnings
Long as I'm releasing all my yearnings
He will live for me
I will live for he
And we will live every night
When I have found Mister Right
You might also like(spoken)
Yes! I know that somewhere in this wide, wide world there, there is an ideal man for me. And he will awaken me and complete me. 

With Mister Right I'll never have to explain a thing. He'll always know. We won't have to say a word to each other for years! If I'm upset because I, I had trouble with the saleslady in the lingerie department on the second floor of Gimbels, I, I won't have to tell him. One look in my eyes and he'll know I had trouble with the saleslady in the lingerie department on the second floor of Gimbels. 

And, and when I make little mistakes, as whom doesn't? He'll always be kind and understanding. If I give away all his new clothes by mistake, he'll smile. And, and when I break his razor shaving my legs, oh, he'll only be amused. Yes, yes, that's Mister Right. My darling, my darling Mister Right. 

(sung)
Oh! the moment that we meet I'll tumble
Ah, I'll see him and I'll start to crumble
He will say hello, and boom! inside I'll know
At last I've found my Mister Right

He'll take my hand and bing! My every thought will scatter
Then my heart will give a zing and shatter
Bells will start to ring
Ting-a-ling-a-ling
And we'll get married that night
Bang! When I will have Mister Right

He'll make not one mistake, he'll be solid good
Just like I dreamed he always could
Not ever sweet or arty
But strong and Bogarty

One look and I will feel I'm in a cocktail shaker
For I'll know that I have met my maker
He'll have no match
So on him I'll latch
The moment he is inside
That handy, dandy, dreamy, screamy man
Mister Right!"
Armani Caesar,Intro,rap,"Elizabeth, I have never seen anything so magnificent as all of this jewelry
It's just staggering, not to mention what you're wearing
I acquired this about a month ago, isn't it the most gorgeous?
Really?
That— it's unbelievable
You bought this for yourself?
Yeah
How nice of you, you're so good to you
Well, there's not anyone else around
Do people still go out and wear jewelry? Do you still wear this?
Well, honey, I doYou might also like"
Joey Trap,NOT AT THE TABLE,rap,"Not at- not at - not at the table, Carlos


Ooh, Bitch
I'm at the club with a stick, no pat down
He don't want beef, hell no he backed down
I got a big extendo mag attached now
I got a mac out, nigga the pack out
Chop go fa-fa-fa, that's it, he blacked out
Don't want smoke get hit, he act out
She took ten percocet's, I think she passed out
Both her friends still lick her ass out
She give top when I bring them racks out


Jaguar do one ten real fast, like this a cheetah
Big drop top, I put my feet up
Forgot her name, but it's nice to meet her
She said I'm too fine, I could make your crush an eater
I got a hеater, I'm finna beat her
Shе got a good brain, she not a teacher
I'm too hot like sauce on a pizza
I'm too hot, think I got a fever
Chop got a kick like it play for FIFA
I got the street up, I got the ether
Don't wanna feature, nigga don't need it
Chop gon' take your life bitch, know I'm the reaper
You might also like
Ooh, Bitch
I'm at the club with a stick, no pat down
He don't want beef, hell no he backed down
I got a big extendo mag attached now
I got a mac out, nigga the pack out
Chop go fa-fa-fa, that's it, he blacked out
Don't want smoke get hit, he act out
She took ten percocet's, I think she passed out
Both her friends still lick her ass out
She give top when I bring them racks out
Uncle Sam, cause a nigga tax now
Keep a fan case a nigga act out


(Trap) I don't watch cable
(Trap) I feel like Fabo
(Trap) No, we don't save hoes
Damn
(Uh) Y'all telling fables
(Uh) water like naval
Carlos, not at the table"
Young Dolph,Back to Back,rap,"Let the band play
Yeah
Skrrt skrrt, skrrt‚ uh


Pull up foreigns back to back‚ back to back‚ back to back to back
And hop out with them racks, with them racks, yeah‚ with them big old racks
Ayy, shout out to my set, to my set‚ you see it around my neck
Yeah, bitch, we like to flex, we like to flex, we ball, don't break a sweat


Yeah, all these damn dead presidents, I'm gettin' too much, it's scarin' me
Fuck these hoes, just let 'em be, can't let 'em get the best of me
Bitch, I got the recipe, can't no nigga compare to me
Yeah, all this water water on me, I might go join the swimming team
I got dough, Krispy Kreme
Fresh to death, crispy clean
Bitch I smoke Christmas trees
Got them lumps in my jeans
Diamonds jumping, trampoline
Uh, all you hear is bling (Bling)
Ball so hard, they think we cheatin'
Yeah, yeah, yeah, you see it


Pull up foreigns back to back, back to back, back to back to back
And hop out with them racks, with them racks, yeah, with them big old racks
Ayy, shout out to my set, to my set, you see it around my neck
Yeah, bitch, we like to flex, we like to flex, we ball, don't break a sweat
You might also like
We pull up back to back, back to back to back to back to back
No, I don't play fair, shit 'round my neck jumpin' like jumping jacks
All these bitches swear that they love me, bitch, you just love these stacks
Dolph come on the radio, your girl gon' turn it up to the max
Paper Route, Paper Route, Paper Route (Uh)
Motherfuckin' Business, lil' nigga (Uh)
Fuck this rap shit, got some homeboys down the road doin' life sentence, lil' nigga (Free my dawgs, free my dawgs)
I never played tennis but I got racks (Racks)
Eight stacks just for a backpack (Racks)
See some fuck niggas, then blatt blatt (Blatt blatt)
Blatt blatt blatt blatt (Ayy)
Lake Michigan on my wrist (Flooded)
Mississippi river on my neck (Flooded)
Went to hollywood just to go flex (It's Dolph)
I took his bitch, made her my pet (Bitch)
I wish all of my old hoes the best (Fuck y'all)
Me and Tray-Tray on a jet (Bitch)
Blue Power Ranger on his chest, hah, blessed


Pull up foreigns back to back, back to back, back to back to back
And hop out with them racks, with them racks, yeah, with them big old racks
Ayy, shout out to my set, to my set, you see it around my neck
Yeah, bitch, we like to flex, we like to flex, we ball, don't break a sweat"
Bizzy Bone,Everyday,rap,"Bone, Bone, Bone Thugs (Ooooh, how we do it)
Bone, Bone, Bone Thugs (It's all about the music)
Bone, Bone, Bone Thugs (It's all about the music)


Everyday, day, it seems it's gettin' shorter as the world turns
Round and round, these last day, day so crazy, oh why

Everyday, day, it seems it's gettin' shorter as the world turns
Round and round, these last day, day so crazy, oh why

Everyday, day, it seems it's gettin' shorter as the world turns
Round and round, these last day, day so crazy, oh why


They tellin' me criminals be crazy and would it be reason for the brutality
They killin' these niggas in cold blood, Bone Thug been a part of the reality
All the insanity, they know who humanity, whatever happened to family?
Lost mine way back in the game, back when the crack came
It ain't to much change to this day seems like it's never
Gon' get better (better)
Forever get the love and peace (peace) ""Day's of our Lives""
They keep on gettin' shorter every time that I realize
That it won't be too long before
We wake up and the world
Is gone, and it won't mean no, world war
It'll be Armagedon for sure, for sure
You might also like
Everyday, day, it seems it's gettin' shorter as the world turns
Round and round, these last day, day so crazy, oh why

Everyday, day, it seems it's gettin' shorter as the world turns
Round and round, these last day, day so crazy, oh why


Everywhere we look there's so much violence, violence
And I won't makin' no bet, I'll quit the riots, riots
And you ain't gotta lose, it's all about the roads that you choose
But what is there to do when your brought up and stung like ooh
And I can see your pain, young thugs
Stay focused cause we can get this money young thugs
Even though the end of days are comin' (comin')
We can get it right right now do somethin' for somebody
Just hold on for me
I promise there's a better place for all us t-h-u-g's
If he don't believe
Then, don't call yourself a thug, 'cause thugs believe who don't believe, who don't believe


Everyday, day, it seems it's gettin' shorter as the world turns
Round and round, these last day, day so crazy, oh why

Everyday, day, it seems it's gettin' shorter as the world turns
Round and round, these last day, day so crazy, oh why

Sometimes I sit back and I think, ""Why me?"" Now how did I become a victim of the struggle
Everyday tryin' to piece this puzzle, and every second I'm out on the hustle
I sit and I guzzle hopin' reality'll pass me by, right on by
And I'm not gonna sit and lie how a my life has been at fine
I could test some reals, alot of determination and skills
Ain'nd the death ain't never come easy not when a nick gotta pay these bills
I scrape this meal feed this man of the house gotta keep that money comin'
Gotta be out here doin' somethin' rather than sittin' back broke with nothin'
Can you feel me?
If I have to come and get ya, I'm a get ya you gon' feel me
And what did they say about little Lay? He's a ghetto legend
Niggas is out here threatened 'cause I'm headed for Armagedon, baby


Everyday, day, it seems it's gettin' shorter as the world turns
Round and round, these last day, day so crazy, oh why

Everyday, day, it seems it's gettin' shorter as the world turns
Round and round, these last day, day so crazy, oh why


Back in the day with little Lay
And all the Bones we got to scrappin' for pay
Aometimes I miss when we were kids is all
Now since '95 back when Eazy died of a A-I-D's oh what a
Disease 'n
How many harmony out could it be now everybody wanna
Keep us twisted
You better believe it, little Eazy whispers different
Gotta keep my distance, me paid up on the buildin'
None of us used that just don't stop until I get shot, shot wheelin'
And dealin' me back in the day from the Glock lock, yeah, I see
Greg roll it I seen bad murder, murders St. Claire as for the
Industry we're pickin' now
Sickin' now and the hard-headed came to break it down, lick it out

Everyday, day, it seems it's gettin' shorter as the world turns
Round and round, these last day, day so crazy, oh why

Everyday, day, it seems it's gettin' shorter as the world turns
Round and round, these last day, day so crazy, oh why"
Big Gay,PIRATE BRODOWN,rap,"Ahoy you matey
Everybody gather 'round
It be your boy, Big Gay
Everybody make a sound
A.K.A. Johnny Depp's lover
Everybody get aroused
'Cause tonight's gonna be a pirate brodown
And Lil Kermit, A.K.A. Captain Kermit Greenbeard, yar har har
Everybody gather 'round
Everybody make a sound
And also me, Lil f4tty
Everybody get aroused
A.K.A. Captain Weighty
'Cause tonight's gonna be a pirate brodown


You could call me Captain Hooker, I be makin' booties looser
Always lurking in your dreams, I'm the pirate Freddy Krueger
Too much semen gavе me scurvy, I need my mateys curvy
You be saying that I'm pеrvy, Davy Jones just gave me herpes
I need a fairy boy, Tinkerbell
You can fondle my dubloons, I won't tell
You do as I say or you're off the plank
Or you can turn around and give that little treasure a spank
Hoist up the sail, see a good-looking male
Floating in the deep sea, and he's covered in some kale
He's looking like a pipsqueak, on the deck knees deep
Looking like my type, twink in barnacle-covered feet
I need some cummies in my rummies
Fuck a matey with the runnies
Feed the captain to the kraken just because it's kinda funny
Peter Pan, he can be my new tranny
He can't stand me, but he'll thank me later while I fill his juicy fairy fanny
You might also like
Yo ho ho and a bottle of cum
Yo ho ho and a bottle of cum


Everybody gather 'round
Everybody make a sound
Everybody get aroused
'Cause tonight's gonna be a pirate brodown
Everybody gather 'round
Everybody make a sound
Everybody get aroused
'Cause tonight's gonna be a pirate brodown


Ahoy, matey, it's me, Captain Weighty
Freak with da legs, got the crew going crazy
Searching for some booty, we can hit the lower deck
Isn't he a beauty? You know what's next
Throw the man down, he's ready to cum
Feels like I'm gonna drown, swallowing a gram
Getting head on the head, turn around and spread
Getting bread, now I'm fed, walk the plank, go to bed
My ship can take you anywhere you want
Then my playa sets the sail, sitting in the front
I can hook you up with what you desire
Gold chain, cocaine, I can take you higher
Pubes getting long, grew them for ten years
Someone sucks me off, you could call them Blackbeard
Fuck with our ship, you have nothing to fear
Fucked your whole crew, then we disappear

Yo ho ho and a bottle of cum
Yo ho ho and a bottle of cum


Everybody gather 'round
Everybody make a sound
Everybody get aroused
'Cause tonight's gonna be a pirate brodown
Everybody gather 'round
Everybody make a sound
Everybody get aroused
'Cause tonight's gonna be a pirate brodown


I'm a cum-guzzling pirate, ride in any time of climate
Need semen in my diet, let me fondle on your privates
Avast ye: Antivirus, big dick for hire
You got those big juicy muscles I admire
Pull up with my musket, stinkpot and hooklass
Plundering your village and I'm looking for some good ass
Looking for the booty, X marks the spot
Sucking on your pee-pee but I still am top
Ahoy with the soy, you a good-looking boy
With a dick like a brick, you gonna be my new toy
That ass tight, yeah that's right
I've never seen a penis that size
I be plunderin', sunderin', thunderin', I'm not lubberin'
Skippin' and dippin' and flippin' like I'm Politikz
Fuckin' and cuckin' and suckin' on some hard dicks
I come quick, I don't spit

Yo ho ho and a bottle of cum
Yo ho ho and a bottle of cum


Everybody gather 'round
Everybody make a sound
Everybody get aroused
'Cause tonight's gonna be a pirate brodown
Everybody gather 'round
Everybody make a sound
Everybody get aroused
'Cause tonight's gonna be a pirate brodown


CumBoiz... Unh...."
Rhema Soul,Spotlight,rap,"K-nuff verse:
This time i'll keep it simple
Figured i'd do you a favor
No blemishes or pimples
I am proactive with flavor
It doesn't matter if you're grown or you are a teenager
This here is meant to hit you harder than ali did frazier
The darkest night is hopeful when it seems
I slept and woke up in a dream
I feel like a celebrity in this here moment
Now when i stand they notice every kink, sponges i'll soak up everything
Leaches won't leave you anything but broke and lonely
The lights and cameras on me flickering
Ultra bright reds
Feel like they're seeing my darkest secrets and my white heads
Yeah that's sort of nasty, but if you just focus you can see
An open book, i'm full of war like them novels from clancy
Some might call me panzee, some look to harm me in alleys
Others got armies and ammunition they're targeting at me
Whether you hate me or fancy, love to debate or attack me
I am still standing here gladly, making a statement, no plan b

Juanlove verse:
My...vision is hazy at best, but conviction makes me restless
Or...maybe i'm crazy at best, and wearing my words like necklace
Carving a space like lumberjacks so brave i mess with texas
Or i'm martin scorsese at best, with pictures that make you breathless
Under the flashing lights, but... still just on the verge of reckless
Truthfully i've so much soul, and this much soul leaves a man headless
See buddy holly said that the sky belongs to the stars
I then converted this truth to bars and realized i'll never need a lexus
Life in abundance never the man seeking to hold a death wish
Maybe, i'm patrick swayze at best, but, even my ghost is deathless
Truth is i'm trying to stretch this, so ease up off my checklist
I'm fixed upon the surface, and hope floats just like a dead fish
So, pardon my rhetoric this poetry is like post modern tetris
Maybe i'm just a builder at best, and just nehemiah gets this
All prophets are hated like diseases and tetanus
Scrutinized under the microscope we bask in his freshnessYou might also like"
